,content,label
1543,썩 괜찮았던 영,0
1443,펑펑 울었다. 엉엉 울었다. 꺽꺽 소리내면서 울었다.... ㅜ.ㅜ,0
527,박중훈의 코믹연기 굿..!,0
1093,스탠리의 밝고 긍정적인 마음이 너무나도 일깨워주는게 많은 사랑스러운 이야기 입니다. 영화에 나오는 인도 도시락 이 요리도 볼만하구요~최고예요,0
1422,추억돋넼ㅋㅋㅋ 이드라마보면서 설렜음ㅋㅋ 최고 ㅋ,0
2309,재밌을 것 같은데...,0
454,기차 추적신이 제일 재밌네요!! 후라이팬으로 얼굴 후려쌔리기 ㄱ-,1
2829,아녜스의 마지막 공연 '춘희'의 감동이 아직도 사라지지 않아요 발레의 아름다움을 한것 느낄수 있어서 좋았어요 ^^ 적극 추천이요,1
2247,좀 더 일찍 봤더라면 하는 아쉬움이 남는다. 레옹이 마틸다가 살아가는동안에 끝까지 지켜줄 것 같다. 왜냐하면 레옹은 착한 불사신이니까ㅠㅠㅠㅠ오열각,1
134,경이로운 자연도 멋지고 낮썬 두 여행으로 전개되는 형식도 독특한 다큐다.,0
2391,황지민(여명)이 기억상실증이란걸 어디서 알수있죠?답변좀요~!,1
384,깔끔하고 절제된 감정. 좋은 영,0
518,잼있어용~~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ정일우♥♥♥♥♥♥♥♥,0
2255,"디텔일이 좋았고, 담백함이 좋았다. 마지막 할머니와 같이 나가는 장면이 좋았다. 삶을 다시 한번 생각하게 만드는 영화라서 좋았다.",1
1761,마지막에 우디가 포기하지 않고 지금까지 앤디 곁을 지켰는지 다 아는듯이 앤디가 보니한테 얘기해주는게 슬픔ㅠ 앤디도 우디보내기 힘들었겠지ㅜㅍ,1
149,마지막 엔딩 연주 20분정도가 일분정도로 느껴지네요. 흐르는눈물을 주체할수 없었다,1
300,보고 영화를 안치환의 '내 꿈의 방향을 묻는다'라는 노래제목이 생각나더랍니다.,0
2007,요즘 보구 있는데...밤새는줄 모르네요,0
1086,잔인한공포 좋아하시면 좋아요~이정도면재미있네요...,0
458,아버지란 단어가 많이 어렵게 느껴졌다,0
2442,"팜므파탈, 반전, 자동차 추격씬.. 본능이 영화에서 영향 받은 듯.",1
677,낮설기에 더 내감정으로 분노할 수 있었습니다.,0
305,사이렌이랑 바다갈매기 나올때 정말 흥미진진했음.,1
150,웃겨 키드키득키득 임창정 연기력 폭발 송지효 너무좋타,0
1820,혼자살수없는것이다 인생은,1
1933,알프레도의 아바다카다브라와 아름답다 받은 키스신장면은 최고로 토토가,1
2003,자신을 희생하고 사랑하는 사람을 지킨 인어공주..결말이 씁쓸하다..아웅 ㅠㅠ,1
2759,너무너무 마음이 아프다..애국가를 불러도 무섭다고하는 윤수가ㅠㅠㅠ너무 좋은 감동적인 영화를 봐서 행복하고 감독님과 배우분들 작가분들 수고많으셨어요,1
2133,"새로 얻은 하루가 너무 길어서 개연성이 없게 느껴졌고, 연주회에 늦지는 않을지 조마조마 하면서 봤다. 그리고 죽음을 미리 보지 갈수록 남자는 않았다면 여자에게 지치고 아닌지... 남자에게 커졌을 실망만 관계가 여자는 그래도 사랑이었을지 싶다.",1
436,정말 재미있는영화였다.. 특히 저 털보..코믹연기가 뒷모습까지 전달된다..,0
2874,속는셈 치고 사랑을 다시 믿어'보는 이 결말은 해피엔딩일까 새드엔딩일까 ? 결국 다시 반복하는게 아닐까? 해피엔딩인척 하는 새드엔딩 . 이라고 생각하는건 내 경험담 ..,1
1154,어릴적꿈에나타난데일리 므흣 ㅋㅋ,0
1545,취향에따라 호불호가 많이 갈리는데 영화 자체는 괜찮다. 재밌게 잘 연결시켜 백투더퓨쳐 박사가 3편에서 서부시대에 갔던 내용을 좋았다. 보여주니 반갑고 만들었음.특히 아만다사이프리드가 별 역할없는 멍청한여자로 나온건 좀 아쉽지만^^,1
2850,꽃이피는 첫걸음 이후 정말재밌게본 들어서면서 대명작이라 생각한다 초반에 에서 지루한감이 있는듯 했지만 2쿨로 p.aworks의 캐릭터들의 심리갈등이나 스토리전개 약간 최고의 작품성을 보여준거같다 이정도면 ova나 극장판도 한번 기대를해본다,0
1765,보는내내지루한장면하나없이 감동적이였다,0
929,다른드라마 결말과 다른 색다른 결말과 정말 훈훈한 감동의 가족드라마였던것 같아요,1
2781,생각없이 보기 좋음ㅎㅎㅎ주걸륜 머이쪙,0
2409,"시간을 돌릴 수 있는데, 결혼식에 폭우가 쏟아져도 시간을 돌리지 않는 주인공...결혼식이 너무 행복해서 수 시간을 돌릴 수 필요가 없었던거겠지? 누가 물어도 내 최애 영화.",1
2700,완전신선함에대박반전에스릴에ㅋㅋㅋ다음드라마들도가끔이렇게신선햇으면좋겠네요ㅋㅋ완전팬임,1
1264,클라드라는 캐릭터가 너무나도 매력적이다 실 그가 사랑한건 친구의 엄마가아니었을거란 생각이든다,1
48,엄청 재미있다 명작이다 ~~,0
2753,오래된 영화라서 스포하고갑니다...범인은 이춘재입니다...,1
599,뒷 이야기 너무 궁금하다. 시즌2 안해서 짱나네.,1
375,"언제나 봐도 맨끝 기억해줘 씬에서 울컥하고, 끝내 미구엘이 자신의 꿈을 이루고 가족들과 함께 노래하는 장면에서 눈물이 터지네요..",1
1850,다들 재밌대서 혹하고 봤는데 첨엔 뭔 스토리인지 몰라서..하지만 좀 지나 이야기의 주 시작인 존의 집 한 쇼파에서 존이 그의 정체를 설명할 때 나도 그의 주위 선생님들의 일부가 되버리고 말았다. 갈수록 흥미진진..영화지만 어느새 나도 믿고 있다.아직도.?,1
2361,꿀잼ㅋ.ㅋ짱이네여 장쯔이,0
227,명동역 cgv에서 봤어요. 감동 받았습니다. 남을 돕고 살리는 사람이 될께요!,0
2954,"난 과연 정상인걸까, 구속과 자유 자유와 구속에 대해 다시 생각을 하게 해 준, 처음 만나는 자유. interrupted",0
416,맥어보이 눈빛연기... 헤어질때 진짜 눈물나네요...,1
720,스토리개연성은 살짝 부족하지만 그 그 정도는 덮어버릴정도로 액션 등 볼거리는 화려하고 지립니다. 도쿄드리프트랑 이렇게이어지네요. 도쿄커플 아쉽습니다,1
1397,완전 굿!!,0
941,토마스 제인 이 바보. 마약을 하수구에 쏟아 버리는 바람에 일이 꼬이자나;;;;,1
616,내 인생 최고의 강시영화!!!!,0
606,21세기 최고의걸작 안보고도 알수있음 ㅡㅁㅡ;;/,0
1355,"영상 길이가 쓸데없이 너무 길음 루즈하게 질질 끄는 필요 없는 부분이 많음 캐릭터의 매력을 가장 기대하고 갔는데 아역 캐릭터가 가장 마음에 들었고 엠마스톤이 갑자기 크루엘라로 변할때 드는 이질감이 오그라들게 했음 흑화된 원인이 크게 와닿지 않아서, 10년 넘게 폭력적인 모습을 잘 감추고 살아놓고 마치 원래 나는 이런 사람이지 하며 다시 폭력적인 사람으로 변한 게 이해가 안됐음. 마지막에 남작부인이 엄마라고 한 것도 완전 막장스토리고 모든 면에서 실망함..",1
1748,아주 성공적인 재난 영화의 표본,0
1302,인간의 상상력이 이렇게 위대할지는 몰랐다...,0
207,재밋네요 달팽이가 빨라서 더 재밌었어요,0
1413,재미없어서 보다 자다 일어났더니 남주 자살함,1
2914,와 지루할 틈이 없고 소름 돋는 장면이 5군데가 넘는 영화 ㅜㅜ 우리 엄마가 창피해하던 나를 가족으로 받아줬다고요 할 때 눈물 나오고 바넘이 필립한테 모자 넘겨주고 필립이 뛰어갈때도 울컥함 ㅠㅠ 이런 걸 띵작이라고 하죠... 어떻게 이영화가 140만인건데 하...ㅠㅠㅠㅠ,1
1724,"넘 재밌는데, 다영,도라에몽 호",0
248,나라도 평점 좀 올려야겠다 이건 정말 수작이다,0
1843,남성지배 구조 생각해보게 영화.중국 문화의 특징을 잘살린영화.,0
2512,결말이 너무 꿈 파격적이었다...중년남성들의,1
1618,영화를 보면서 내가 저상황 즉 섹스중독자라면 어찌했을까나...남자라면 알것이다...마이크 페스벤더의 영화에서의 연기는 연기가 아니다...실제이다..,1
1069,재미있었다! 또봐야징ㅎ,0
577,다큐감독하고 배우인 두 여자 주인공(친구)사이가 찍어낸 살인영화,1
1338,"여름하면 어김없이 생각나는 영화 매미 울음소리 푸른 나무 노을진 배경 그리고 오에스티 다 완벽,, 여름날 중고딩때가 그립게 만든다 결국 둘은 못할거 같아서 너무 슬프고 ㅠㅠ 시간을 안 돌렸으면 둘이 행복하게 사귀었을텐데",1
1608,진실이라는것도 결국엔 본인이 만들어낸 답답하고 가시질않는다.보는 내내 기억..여운이 끝까지 실낱같은 해피엔딩을 믿고싶어지는..실화였으면 슬퍼서 잠도 못잘뻔했다.천만다행,1
1785,"전에는 설렁설렁봤다면 이번엔 몰입해서 봤는데 생각보다 때 유쾌한 스타일 보다는 디스토피아 느낌이 좀 있었음. 어릴 때 볼때는 걍 재밌다~ 이거였음 근데 다시보니 나한텐 뭔가 재해석된 느낌? 원래 영화볼 때 스킵 줫나게 하는데 이건 몰입해서 그럴 틈도 없었음. 그만큼 나한텐 개꿀잼이었던 영화. 인물 간 짜임새, 이해관계도 이제 보니 탄탄하게 느껴짐. 그래서 잘만든 영화라고 생각 듬. 또 어두운 권력 구도에 맞서는 스토리를 좋아해서 더 재밌게 봄. 매장면 거를 타선이 없음. 마지막에 평경장 인 오른팔 짤렸다고 정마담이 자세하게 얘기하는 장면은 생 너무 억지스럽긴 했는데 그거 제외하고 모든 것이 완벽한 느낌. 걍 내 인생영화;; 공공의적과 더불어 ㅋㅋㅋ",1
1640,슈퍼 초재밌음. 노막 입벌릴때 참 매력있음ㅋ,0
2784,전후 황폐해진 베를린. 조건이 삶의 인간다운 상실된 거리에 어린 영혼이 내던져진다.,1
2200,마지막 결말 부분이 아쉽긴한데 스릴러로서 최고의 영화네요. 기 분들 연기에 감탄하고 갑니다.,1
2992,아름다운 적절한 발킬머,0
1668,주말마다 꼭 챙겨보는 미,0
2095,어머니가 아들 날이 늘 좋은 말만 해주려고노력하는 게 포레스트가 띄게 잘 보이고 눈에 무슨 일을 하든 열심히 하는 모습도 사랑하는 좋다. 그리고 댄 언젠가 처음 다리가 절단되었을 때는 이제 저 사람은 어떻게 삶을 살아갈까? 라는 의구심이 들었지만 결국 자신이 진심으로 포레스트에게 여자를 만난다. 여기서 나는 개인적으로 어떤 힘든 일이 들이닥쳐도 열심히 살아가면 중위가 웃을 보기 온다는 희망을 느꼈다.,1
2735,"왜 기태랑 희진 둘 다 서로 얘기를 안하지? 라고 생각했는데 도윤이 기태한테 “모르니까 물어보잖아!” 라고 했을 땐 진짜 속 시원했다. 소통의 문제, 별 생각없이 나오는 언어폭력은 누군가를 사지로 몰고간다",1
351,처음에 주인공이 어머니를 잃을 때 슬펐고아버지가 혼자서 비행 웃겼고 장면이 재미있었다. 또 에이미가 빨간팬티 입고 뛰어 나갈 때 연습하는 삼촌이 군인들의 나오는 프로그램 볼 때도 재밌었다. 아버님이 국경을 넘을 의외였다. 언더테이커 반응이 제일 재미있었다. 또 공군 사령관이 에이미가 국경을 넘는 것을 용서해준 것은 때,1
815,주인공에게 다가온 최대의 반전.. 간만에 좋은영화..,1
465,보 어렸을 때 보고 처음으로 엄청 때 울었던 영화... 오랜만에 다시 봤는데도 목이 따가울 정도로 감명 깊네요... 자신은 찾지 못한 가족을 윌리에게 찾아주려 하는 제시의 따뜻한 마음이 마음을 울리네요... ㅠㅠ...,1
1445,펑펑 울었다. 엉엉 울었다. 꺽꺽 소리내면서 울었다.... ㅜ.ㅜ,0
2420,너무 완벽한 해피엔딩이라서.. 그마저도 에반의 망상이라는 확신이 든다,1
744,"선택받은 아이들과 함께 자란 나이 인지라 많이 컸다는 그니까 들었을때 계속 하는말 같아 너무 가슴이 벅차고 눈물이 났습니다.. 우리 모두 그 시대에 선택받은 아이들이였고, 디지몬과 저한테 함께 할것입니다ㅠㅠ 이야기를 돌려놔요ㅠㅠ 가부몬 아구몬, 엉엉엉ㅠㅠ",1
113,언뜻 피해자인 유대인 여자 스파이가 활약하는 반전 테마를 다룬 영화 같지만 실은 전쟁의 참혹함 뿐만 아니라 사람들 마음속에 반드시 존재하는 지옥을 보여주는 영화... 폴 반호겐 감독 진짜 대단하심,1
2452,제가본 한국영화중에 최고였어요‥ 김민희를알수록 의심되는 정체. 완벽한연기. 완벽한몰입과스릴. 작은반전. 무엇보다 현실성이있는‥ 인간의 한계와 그걸 벗어나려는 욕심을보여준‥ 내보기엔 완벽한 시나리오.,1
2031,제작년에 볼만한 영화가 없어서 우연히 보게 된 보고난 뒤에 다음날 한번 더 봤더랬다. 이 영화는 (뿐만아니라 모두) 무조건 영화관에서 영화관 사운드로 느껴야한다는 아직도 변함 없다. 레이디가가가 앨리역인줄 도 모르고 보다가 알고난 뒤 진짜 레이디가가의 진가를 알게 되었고 모든 노래가 라이브였단 사실에 첫날과 둘째날 영화를 보면서 각기 다른 걸 느꼈었다. 우울증을 겪고 있었던 그때의 나는 둘째날 죽음을 선택하는 장면에 너무나 공허했다. 죽지못해 사는 나와 쉽게 죽어버리는 쿠퍼를 보며 카타르시스를 느끼면서도 그러지 못하는 내가 밉다가 또 정상에 있다가 연인 앨리의 승승장구 앞에 어쩔 수 없는 시기질투 까지도 이해가 가더라. 진짜 펑펑 그냥 몇번이든 보라고 코로나때문에 개봉이 줄줄이 취소되고 늦춰지면서 재개봉 영화가 많이 그중에 스타이즈본이 있었고 시간이 없어서 그때 그 사운드와 공간감 감동을 극장에서 다시 느낄 수 없다는것에 너무 아쉬울 따름이다.,1
383,아이가 죽을때 너무슬펏고 다시만나서 다행이다,1
1414,감동이었어요~ 이렇게 잔잔하면서도 잼있고 감동이 있을 수 있다는 것이 놀랍고 수 내내 웃다 울다했어요^^,0
1977,소시민 남녀의 평범한 일상을 살 재밌게 그려낸 명작.젊은 날 원룸에서 살 때가 생각나네요. ^^,0
2090,결말이 다시 보이는건 뭘까요 여지를 싫어해서 기억을 지운건데 불행해 또 사랑 때문에 아플걸 알면서도 다시 만나는건 불행같은데....제가 비정상인가요 너가 생각하기 나름 그렇게 남긴 감독의 의도 인가요?,1
867,"어릴적에 본후로 성인이되고 바쁘게 살다 가디언즈가 나와있어서 가벼운 마음으로 틀었지만 어릴때 보던 다르게 다가오더군요 두려움이란.. 제이미가 잭을 볼수있게 눈물이 핑ㅠ 마지막 잭이었을때.. 창문에 그렸을때 정말 어린애처럼 기뻐했어요 ㅎㅎ 왜 에니메이션을 끊고 살았던건지,, 어린아이로 돌아가 잡생각없이 몰입해서 봤네요 정말 강추입ㄴㅣ다",1
1111,좋은 Moving Forward.... Keep 말이네요~^^,0
353,"본시리즈와 함께 내가 가장 좋아하는 액션영화 ~ 깔끔한 스토리 ,액션 모든걸 갖췄다",0
1657,"원피스는 역쉬 쵝오!!!!단, 대장급이라더니 키자루 한테 너무 딸리더라;;...",1
84,요크셔 테리어의 연기가 돋보였음!!! 소형견인데도 속 젖은상태로 얼마나 힘들었을지~ 미안해용 요키 견주여서!!!재밌게봤어요!,0
217,재밌어요 마지막회라니 믿기싫은현실ㅜ 넘 벌써,0
1449,변호인보다 더욱 실제감 있는 법정영화. 남자로서는 분통 터질 지경,0
2095,정말 멋진,0
2733,"무능한 정부, 국민을 지킬 정 의지가 없는 정부",0
1975,"미니시리즈 V의 도노번이 빤스만 입고 나온다고 해서, 막 단체로 가서 봤던 작품.",1
1485,최고~!! 도라에몽,0
2079,스릴넘치고 마지막엔 정말 감동..,1
783,영 효과음이 기가막혔던 영화,0
2935,딴 장면은 가족들에 답답함으로 화가 났지만 인 치매걸린 어머니를 죽일려는 장면에서 너무 슬프네.. 모든걸 자기가 않고 갈려는 인 희생에서 감정이 폭발... 그후로는 속 정신차리고 볼수 없엇다..,1
528,감동적이어서 마지막 울뻔 ㅎ,1
1657,재미있어요 ..::,0
464,어렸을 때 보고 처음으로 영화... 다시 봤는데도 목이 따가울 정도로 감명 깊네요... 자신은 찾지 못한 가족을 윌리에게 찾아주려 하는 제시의 따뜻한 마음이 마음을 울리네요...,1
1802,늦게 나마 이 영화를 볼 수 있었던 것은 행운이 아닐까? 엔딩크레딧이 끝날때까지 보고 있는 내 자신을 발견한다.,0
1121,이 영화 외국판 보세요 애니메이션 삽입장면에 잔인한거 많이나옴 ;,1
1842,공연할때 박진영이 나온줄 알았다^^,1
257,엔하위키 보다가 뭔가해서 다운받아봄.. 굿,0
233,전쟁영화 중 가장 반전적인 영화. 마지막 종군기자들끼리 만나는 장면은 충격적으로 인상적이다.,1
1710,"지금보면 좀 오그라드는 장면이 많긴한데, 날 당시에 봤을때는 꽤 잼나게 봤던 기억이 난다. 마지막이 너무 슬프다.",1
2266,묘하게 인상 깊은 영화.. 요즘엔 이런 명작 설 기운 나는 시나리오가 드문 것 같다.,0
344,이 영화가 바로 기적이다.,0
2692,종로 시장거리 세트장만 봐도 10점이다.,0
873,인간의 근원적 고통을 불교적 색채로 풀어낸 영화..,0
2173,"화려한 쇼 뒤에 숨겨진 수많은 이들의 땀과 노력, 그리고 그들의 열정에 마음이 뭉클해지고 감동. 마지막에 런웨이 장면에서 나도 라프와 함께 눈물이 났다...",1
2516,짜 너무 좋았어요ㅠㅠ 베일리가 이든을 잊지않고 찾아가는 장면 정말 감동적이였어요. 슬프기도 하지만 중간에 엉뚱한 베일리의 말 때문에 웃기도 했어요ㅋㅋ 오랜만에 영 본 건데 이 영화보길 잘한거 같아요.,1
1419,^^ 유쾌하고 잼있게 본 영화!! 훌륭하당 ~ 정말,0
909,연애 이전에 한 여자의 사랑과 인생이라는 영상을 잘 표현했다. 서세한 표정과 대사 하나하나....잔잔한 관점에서 통해 너무 잘 이끌어낸듯.,0
2644,스토리개연성이떨어진다니뭐니 지루하다니 뭐니할거면 니들이만들어봐,0
916,진 옛날에 워낭소리 봤을때 진짜 많이 울었는데,0
433,가족 영화라 그냥 보 보통 일상가정의 이야기로 보고있다가 마지막 부분에 반전을 보고 감정이 식어버린 나에게도 눈물이라는게 생겼다..,1
895,아빠가 빌려오신 봤는데... 몇번을 봤떤지 마지막에 살아있어서 더 울었어요ㅜ,1
2970,메리다 하고 라푼젤이 스토리에서는 확실히 우위에 있음. 음악보다는 스토리 보시는 분들은 이 두개 개인적으로 더빙도 괜찮게 봤네요.,0
3068,한국공포영화의 최고봉!! 여자의 곡하는소리는 전세계모든 귀신들도 덜덜 떨며도망갈것같다. 혀를 길게 내뺀 시어머니의 몰골은 가히 충격적이다.,1
1745,"소년병의 삶에 대한 이해, 반군에 대한 새로운 시각 또는 편견무엇이 진실인지는 모르겠으나많은 생각을 하게 끔하는 영화",0
420,감동적이내요 재밋개 봣슴니다 ㅋ 중간에 은근히 나 남녀차별을 꼬집고잇는것도 특이허내요,1
205,재밋네요 달팽이가 빨라서 재밌었어요 더,0
2558,손 미란이가 코난 마지막에 잡을 때 눈물나 ㅠㅠ,1
720,명작이라 해서 봤는 데 연기력 최상 몰입도 최상 진짜 명작인듯,0
2450,감히 말한다. 조 프레이져가 더 위대하다,0
1225,자전적인 이야기라 흡입력이 더 강하다.,0
1384,고등학교때 보고 지금에서 생각난 영화 참~그땐 눈물 봤는데짐 나올라나.. 하긴 세월이 많이 흘렀지 아마 짐 시대하곤 스토리자체가 뻔하니깐 하지만 지금도 잊혀지지않는장면은 주인공이 공부하는장면과하늘도 갈라놓지,1
67,"답답하고, 냉정한 도시. 만들어진 97년에 비해 지금은 사람답게 살 수 세상인지, 나 자신은 어떠한지 생각해 볼 만 하다.",0
2652,참신하네요~ 봤습니다! 재밌게,0
730,88년인중학생때 영화였다. 인데도 다시 봤더 기억이 감동 그리 촌스럽지 않고 엄청난 몰입감과 액션을 가장한 휴먼드라마란 멋진 스토리까지 전율이 일던 내인생에 몇안되는 큰임팩트를 줬던 고교관람가 인간을 상실한 사이보그가 보고싶어 인간이 되는 지금봐도,1
782,유준상이랑성유리 다시만낫으면좋겟다,1
2517,짜 너무 좋았어요ㅠㅠ 베일리가 이든을 잊지않고 찾아가는 장면 정말 감동적이였어요. 슬프기도 하지만 중간에 엉뚱한 베일리의 말 때문에 웃기도 했어요ㅋㅋ 오랜만에 영화 본 건데 이 영화보길 잘한거 같아요.,1
3100,"잭 눈빛이 너무 진실돼서 잊혀지기가 않음 사랑하는 여자 여 위해서 전부를 주고 그렇게 빛나게 된 앨리를 여 흐뭇하게 바라만 보다가 자신이 민폐인 것 같아 사라지는게 너무 슬픔 두 번 보는거 강추 두 번째 보면 잭 인생이 얼마나 비극이었는지, 또 그만큼 앨리를 사랑하면서 얼마나 행복해했는지 보임 오에스티도 완벽",1
2919,아름다운 영화. 시작하여 첫사랑으로 끝나는 과정이 썩 매끄럽지만은 않았다.하지만 좋다!,1
1326,"후반부에 ‘인생을 법’이 제일 기억에 남고, 마음에 채로 살아가고 있다. 나중엔 시간여행을 잘 쓰지 않는다는 점이 마음에 든다. 우리는 시간여행을 할 수 없기에 하루하루에 가치를 부여하고 소중히 여겨야한다. 아버지가 가르쳐주신 대로 인생에서 일어나는 일들을 온전히 느끼며.",1
1133,그냥 사랑하게해주세요 가슴이 넘 아프네요,1
1726,"괴물을 아름다운 널봐,",1
1712,커플들이 많이 영화 듯한 볼,0
2789,전후 황폐해진 베를린. 인간다운 삶의 조건이 상실된 거리에 어린 영혼이 내던져진다.,1
1605,"목걸이를 찾으러 준하가 다시 돌아가는 부분, 그리고 마지막 둘의 재회 장면에서는 눈물이 나지 않을 수가 없다. 보이지 않음에도 불구하고 전날 밤 미리 준비한... 그리고 이를 눈치채고 울음이 터진 주희와 당황하며 넘어지는 준하까지 정말 슬펐다. 이렇게 감동적이고 설레는 영화를 지금 봐서 안타깝다. 말 중 준하의 아들과 주희의 딸이 만나는 건 인연이 이어진다는 걸 알려주는 듯 하다. 넓은 강에 풀어진 물고기는 아마 준하를 뜻하는 게 아닐까.",1
407,"당신을 소중히 여기겠소 ,",1
1872,봐야하는 한번쯤은 한국사람이라면 영화...,0
1923,마지막 그 한마디의 그 북받침이란...,1
2031,50년 전에 만들어진 명화를 정말 믿기지가 않습니다.이제라도 이런 영화라니 보게 되어 기쁘네요.,0
1510,오페라 좋아하는 사람을 이해할수가 없었는데 이 영화의 나를 울게하소서 이 하나만으로 오페라에 빠져버렸다.영화를 이 처음본날이 십여년전이건만 그날의 감동이 아직도 감돈다.,0
2243,너무너무 여운이 남는 영화네요. 화면에 이제훈이 등장할때마다 몰입감이 엄청납니다. 작은 오해들이 모여서 갈등이 되고 사랑받지 못한 아이는 물리적 폭력을 행사하고 그게 또다른 갈등을 만들어냅니다. 미숙한 소통방식은 결국 최악의 결말을 만들어내네요. 청소년기에 아이들이 한번씩은 겪어봤을만한 미묘한 감정들이 너무나 잘 표현되어있어요. 가해자나 피해자를 명확히 구분짓지 못하는 너무 안타까운 내용이였어요.,1
674,낮설기에 더 내감정으로 분노할 수 수 있었습니다.,0
2066,와 이건 진짜 와 와 진짜 와 이거 와 아오 와,0
2389,똥칠아~~~~ㅠㅠ 된거야 어떻게,0
1417,이연걸이 말을타고 한 액션은 잊지못할 것이다...,1
499,...잔잔해서 더욱 슬픈,0
2673,리버 피닉스가 죽기 전에는 이렇게 발랄하던 키아누가......,1
646,음악을 틀고 휴식할 때처럼 늦은 싶은 영화,0
1929,영화 장면에서 애잔한 슬픔과 감동이 밀려오네요.,1
520,잼있어용~~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ정일우♥♥♥♥♥♥♥♥,0
965,연기와 대사가 재미있음에도 전달하려는 메시지는 의미있었다.자칫 지루할 수 있는 주제를 재미있게 풀어내어 더욱 집중하기 좋았다. 또 공장형 학교라는 큰 주제 아래에 친구 사이의 우정을 담아더 감동적이었다. 특히 란초와 파르한이 위독하신 라주의 아버지를 빠르게 병원으로 모셔와 라주와 끌어안는 장면은 정말 잊을 수 없다.,1
1796,<나이트 플라이트>에 이어 두번째다. 장르가 로맨스에서 공포로 바뀌는 영화가.,1
1961,잔잔한감동과 전쟁은 절대 일어나서는 안되는..,0
785,유준상이랑성유리 다시만낫으면좋겟다,1
25,어머니곁에 정성들인 제사상이 왤케 슬프죠??ㅠㅠ 눈물샘 폭발 꺼이꺼이임지호님 화려하게 가셔서 맛난 요리 많이 해드리고 그곳에서 행복하세요,1
2321,"반전, 그 시작과 끝이다",1
968,폭풍 5살짜리가 잼나요 집중해서보내요,0
1528,현재 하나로 영위하고 있는 일상이 얼마나 소중한지 깨닫게 해주는 영화. 사진기 내가 세상을 바꾸는 작가가 정말 대단하다는 생각이 듭니다.,0
2160,스토리 없다. 별거 근데 완벽하다.,0
216,벌써 재밌어요 믿기싫은현실ㅜ 넘 마지막회라니,0
1721,MBC이거 더빙판 다시보여줘요 ㅜㅜ,0
1705,페이스가 시드의 머리 위에 내려앉는 장면은 지금봐도 통쾌합니다.,1
1241,재밋다,0
593,최고의 액션. 스토리나 연출은 좀 아쉬움.,0
3055,이 영화의 진정한 시작은 후반부 일기장을 읽으면서 시작된다고 해도 과언이 아닌 것 같다.,1
2492,다시 뭉클하네요...ㅠㅠ 너무 재밌고 보니까,0
799,너무나도 섬세한 영화. 이런 명작을 집에서 봐야하는게 한일뿐이다. 마지막에 I got a lost you는 볼트 배우와 페니 배우가 불러서 감동이 배가 되었다. 안타까운건 이런영화는 개봉하면 가치를 모르고 시간이 지나야 가치가 알려지는게 슬프다....,1
2426,이거 생각보다 꿀잼인걸요. 모로코 씬만 투어 꼭 가봐야겠네요. 그리고 사막 사막 있는거 아니에요. 기대이상입니다,1
2383,마지막회 보는거 미루고 미루다가 남습니다... 봤어요. 여운이 찡하게 방금,0
197,굿입니다.^^ 정말 재밌네요,0
514,문제해결이 너무 일사천리라 조 조금 허무하긴했지만.. 깔끔한 로맨스,1
1418,이연걸이 말을타고 한 액션은 잊지못할 것이다...,1
1099,애니판보고 봤는데 진짜 슬프다ㅠㅠㅠ,0
998,스텝업 1과 여 2의 남주 둘이서 여자 하나 놓고 싸우네요...ㅋㅋㅋ 재밌어요,1
2168,"개인적으로 메카닉 보다 잼있었고, 적이 알고보니깐 영화 거침없이 쏴라 슛뎀업에 나온 어쩐지 어디서 많이 봤다 했어. ㅋㅋㅋ 그리고, 결말에서 이런 느낌이 나더군요. 적이 내일의 친구가 될수있다. ㅋㅋㅋ",1
1502,류승범 레전드 시절 양아치 시 연기 제대로,0
2562,설란이가 세자에게 백허그하면서 노랠 눈물이 부를때 핑돌면서 따뜻한가슴을 느꼈다. 드라마가 끝난 지금도 여운이 길게 남으면서 박수를 기다려진다. 수백향출연진 모두에게 그담회가 보내드려요 화이팅!!!,1
661,이 영화는 명화로 끝에서 처음과 다시 태어났다.,0
358,난 탯줄로 목 그거가 감독상상인줄 알았더니 감독판이었으.. 나 지금 너머 충격받았으..,1
50,사 마지막에 할머니가 다이아 목걸이를 바다로 버린 이유가 뭘까 생각해봤는데 할머니는 분명 그때 그 사고 장소에 와있고할머니가 서있는 곳 밑 깊숙한 곳에는 잭이 잠들어있다 그런 밑 잭에게 자기가 다시 이곳에 왔다고 얘기해주기위해 목걸이를 바다에 빠뜨린게 아닐까..,1
3016,망할!!!!!!!!!아이리스죽여버려 그넘으 아이리스 댐시!!!,1
472,너무재미있네요 여얼자,0
3069,언제봐도 행복한영화..,0
2012,.겁쟁이페달보고싶다,0
1084,"베니니영화에 따라다니는 니콜레타의 매력을 볼수있는영화,",0
1448,변호인보다 더욱 실제감 있는 법정영화. 남자로서는 분통 터질 지경,0
2788,특유의촌스러움과유치함까지사랑스럽다,0
1884,"필모 보고 캐놀람.. 본 영화가 절반.그 어디에도 이성민은 없었눈뎅....ㅜ.ㅜ 사는 사람은 말로가 조쿠나.. 골든타임에서 연기력에 놀람.. 사실 스토리보단 이성민 때문에 봄. 마지막 헬기씬.. 환자 가슴에 청진기 대고,,안들려..압권!",1
